appid,tags
38400,1990's;2D;Adventure;Atmospheric;Classic;CRPG;Difficult;Exploration;Isometric;Multiple Endings;Open World;Post-apocalyptic;Retro;RPG;Sandbox;Sci-fi;Singleplayer;Tactical;Turn-Based;Turn-Based Combat
38410,2D;Adventure;Atmospheric;Classic;CRPG;Dark Humor;Exploration;Great Soundtrack;Isometric;Open World;Post-apocalyptic;Replay Value;Retro;RPG;Sandbox;Sci-fi;Singleplayer;Story Rich;Turn-Based;Turn-Based Combat
38420,Action;Adventure;Atmospheric;Classic;CRPG;Isometric;Multiplayer;Open World;Post-apocalyptic;Real-Time with Pause;RPG;Sci-fi;Singleplayer;Story Rich;Strategy;Tactical;Tactical RPG;Turn-Based;Turn-Based Strategy;Turn-Based Tactics
38430,1990's;Action;Atmospheric;Classic;Crime;First-Person;FPS;Gore;Multiplayer;Retro;Shooter;Singleplayer;Violent
38440,Action;Classic;Fantasy;Magic;Multiplayer;Real-Time;RPG;RTS;Singleplayer;Strategy;Surreal;Third Person
38450,1990's;Action;Classic;Comedy;Great Soundtrack;Sci-fi;Shooter;Singleplayer;Third Person;Third-Person Shooter
38460,3D;Action;Action-Adventure;Adventure;Aliens;Atmospheric;Comedy;Comic Book;Cyberpunk;Difficult;Dog;Funny;Linear;Platformer;Retro;Sci-fi;Shooter;Sniper;Third Person;Third-Person Shooter
38480,2D;Action;Adventure;Classic;Comedy;Masterpiece;Platformer
38490,2D;Action;Adventure;Classic;Comedy;Family Friendly;Platformer;Retro;Side Scroller;Singleplayer
38600,Addictive;Adventure;Beautiful;Board Game;Card Game;Casual;Colorful;Cute;Dark Fantasy;Epic;Family Friendly;Fantasy;Great Soundtrack;Indie;Puzzle;Relaxing;RPG;Singleplayer;Solitaire;Tabletop
38700,2D;Action;Adventure;Casual;Cute;Difficult;Family Friendly;Indie;Level Editor;Multiplayer;Platformer;Puzzle;Puzzle-Platformer;Remake;Side Scroller;Singleplayer
38720,Abstract;Casual;Colorful;Indie;Puzzle;Singleplayer;Strategy
38740,3D Platformer;Abstract;Action;Casual;Difficult;Great Soundtrack;Indie;Isometric;Minimalist;Platformer;Puzzle;Puzzle-Platformer;Retro;Singleplayer;Time Attack
39000,Adventure;Co-op;Comedy;First-Person;Free to Play;Funny;Massively Multiplayer;Memes;Multiplayer;Online Co-Op;Open World;Puzzle;Realistic;Sandbox;Simulation;Singleplayer;Space;Strategy;Third Person;Walking Simulator
39110,Adventure;Casual;Female Protagonist;Hidden Object;Mystery;Point & Click;Puzzle
39120,3D;Action;Adventure;Character Customization;Co-op;Crafting;Fantasy;Free to Play;Magic;Massively Multiplayer;MMORPG;Multiplayer;Nostalgia;Old School;Online Co-Op;Open World;PvP;RPG;Survival;Third Person
39140,1990's;Adventure;Atmospheric;Classic;Cyberpunk;Dystopian ;Epic;Exploration;Fantasy;Great Soundtrack;JRPG;Open World;Party-Based RPG;Retro;RPG;Sci-fi;Singleplayer;Story Rich;Strategy;Turn-Based
39150,1990's;Action;Adventure;Atmospheric;Card Game;Classic;Controller;Epic;Fantasy;Great Soundtrack;JRPG;Nostalgia;Open World;Retro;Romance;RPG;Sci-fi;Singleplayer;Story Rich;Turn-Based
39160,Action;Action RPG;Adventure;Co-op;Dungeon Crawler;Fantasy;Female Protagonist;Hack and Slash;Local Co-Op;Loot;Party-Based RPG;RPG;Singleplayer
39190,Action;Action RPG;Adventure;Character Customization;Classic;Co-op;Dungeon Crawler;Fantasy;Female Protagonist;Great Soundtrack;Hack and Slash;Isometric;Loot;Multiplayer;Old School;Open World;Party-Based RPG;Real-Time with Pause;RPG;Singleplayer
39200,Action;Action RPG;Adventure;Character Customization;Classic;Co-op;Dungeon Crawler;Dwarf;Fantasy;Hack and Slash;Isometric;Loot;Multiplayer;Party-Based RPG;Real-Time with Pause;RPG;Singleplayer
39210,Action;Action RPG;Adventure;Atmospheric;Character Customization;Co-op;Crafting;Exploration;Fantasy;Female Protagonist;JRPG;Magic;Massively Multiplayer;MMORPG;Multiplayer;Online Co-Op;Open World;RPG;Story Rich;Third Person
39391,
39392,
39500,Action;Action RPG;Adventure;Atmospheric;Classic;Dark Fantasy;Exploration;Fantasy;First-Person;Gothic;Great Soundtrack;Magic;Medieval;Open World;Replay Value;RPG;Sandbox;Singleplayer;Story Rich;Third Person
39510,Action;Action RPG;Adventure;Atmospheric;Classic;Dark Fantasy;Difficult;Dragons;Fantasy;Gothic;Great Soundtrack;Magic;Medieval;Open World;Pirates;Replay Value;RPG;Singleplayer;Story Rich;Third Person
39520,Classic;Economy;Management;Medieval;RPG;Simulation;Strategy;Trading
39530,Action;Arena Shooter;Atmospheric;Boomer Shooter;Classic;Cult Classic;Dark;Demons;Fast-Paced;First-Person;FPS;Gore;Gothic;Great Soundtrack;Horror;Multiplayer;Shooter;Singleplayer;Violent;Zombies
39540,Action;Adventure;Classic;Dwarf;Fantasy;Great Soundtrack;Multiplayer;RPG;RTS;Singleplayer;Story Rich;Strategy
39550,Action;Base-Building;Fantasy;RPG;RTS;Singleplayer;Strategy
39560,Action;Boomer Shooter;FPS;Gore;Horror;Shooter;Singleplayer;Violent
39630,6DOF;Action;Classic;Cyberpunk;Multiplayer;Sci-fi;Shooter;Simulation;Singleplayer;Submarine;Underwater
39640,6DOF;Action;Cyberpunk;Sci-fi;Simulation;Singleplayer;Story Rich;Underwater
39650,Building;Economy;Life Sim;Management;Medieval;Multiplayer;Politics;Resource Management;RPG;Sandbox;Simulation;Singleplayer;Strategy;Trading
39660,Economy;Medieval;Pirates;RPG;Simulation;Singleplayer;Strategy
39670,Action;Atmospheric;Bullet Time;Classic;Cyberpunk;Difficult;First-Person;FPS;Futuristic;Mars;Multiplayer;Old School;Sci-fi;Shooter;Singleplayer
39680,Building;City Builder;Colony Sim;Economy;Historical;Life Sim;Management;Medieval;Multiplayer;Open World;Political Sim;Politics;Resource Management;RPG;Sandbox;Simulation;Singleplayer;Strategy;Trading;Violent
39690,Action;Action RPG;Adventure;Atmospheric;Casual;Fantasy;Gothic;Great Soundtrack;Hack and Slash;Magic;Medieval;Open World;RPG;Singleplayer;Story Rich;Third Person
39800,4 Player Local;Action;Addictive;Arcade;Blood;Co-op;Gore;Horror;Indie;Local Co-Op;Multiplayer;Online Co-Op;Shoot 'Em Up;Singleplayer;Survival;Top-Down;Top-Down Shooter;Twin Stick Shooter;Violent;Zombies
39900,Action
40100,Action;Base-Building;Classic;Co-op;Futuristic;Grand Strategy;Great Soundtrack;Mechs;Military;Multiplayer;Real-Time;Robots;RTS;Sandbox;Sci-fi;Singleplayer;Space;Strategy;Tactical;War
40200,Family Friendly
40210,Family Friendly
40300,Action;Action RPG;Adventure;Atmospheric;Character Customization;Classic;Dark Fantasy;Difficult;Exploration;Fantasy;Gothic;Great Soundtrack;Magic;Medieval;Open World;RPG;Sandbox;Singleplayer;Story Rich;Third Person
40320,Gore;RTS;Strategy;World War II
40330,Adventure;Female Protagonist;Mystery;Point & Click;Puzzle;Singleplayer
40340,Adventure;Female Protagonist;Point & Click;Puzzle
40350,1990's;2D;Adventure;Classic;Escape Room;Great Soundtrack;Point & Click;Puzzle;Retro;Singleplayer;Story Rich;Stylized;War
40380,Action;Arcade;ATV;Bikes;Fast-Paced;Great Soundtrack;Multiplayer;Offroad;Racing;Simulation;Singleplayer
40390,Action;Action RPG;Adventure;Atmospheric;Controller;Dark Fantasy;Exploration;Fantasy;Gothic;Great Soundtrack;Multiplayer;Open World;Pirates;RPG;Sandbox;Singleplayer;Story Rich;Third Person
40400,2D;4X;Classic;Co-op;Cult Classic;Difficult;Grand Strategy;Great Soundtrack;Indie;Multiplayer;Real-Time with Pause;Replay Value;RTS;Sci-fi;Simulation;Singleplayer;Space;Strategy;Tactical;Tower Defense
40420,2D;Casual;Co-op;Colorful;Cute;Difficult;Family Friendly;Funny;Indie;Level Editor;Local Multiplayer;Match 3;Multiplayer;Puzzle;Relaxing;Replay Value;Retro;Singleplayer;Split Screen;Surreal
40500,Action;Indie;RTS;Strategy
40700,2D;Adventure;Atmospheric;Casual;Cute;Family Friendly;Great Soundtrack;Hand-drawn;Indie;Linear;Point & Click;Puzzle;Robots;Sci-fi;Singleplayer;Steampunk;Story Rich;Stylized;Surreal;Touch-Friendly
40720,2D;Adventure;Aliens;Atmospheric;Casual;Dog;Exploration;Family Friendly;Fantasy;Funny;Hand-drawn;Point & Click;Psychedelic;Puzzle;Short;Singleplayer;Space;Story Rich;Stylized;Surreal
40800,2D;2D Platformer;Action;Comedy;Controller;Difficult;Fast-Paced;Funny;Gore;Great Soundtrack;Indie;Pixel Graphics;Platformer;Precision Platformer;Replay Value;Retro;Side Scroller;Singleplayer;Time Attack;Unforgiving
40930,2D;Adventure;Comedy;Great Soundtrack;Indie;Platformer;Puzzle;Puzzle-Platformer;Singleplayer;Time Manipulation
40950,2D;Atmospheric;Base-Building;Building;City Builder;Colony Sim;Comedy;Economy;Funny;Historical;Isometric;Medieval;Open World;Real Time Tactics;Resource Management;RTS;Sandbox;Simulation;Strategy;Tower Defense
40960,Base-Building;Building;City Builder;Colony Sim;Economy;Historical;Isometric;Management;Medieval;Military;Open World;Real Time Tactics;Real-Time;Resource Management;RTS;Sandbox;Simulation;Strategy;Top-Down;War
40970,2D;Base-Building;Building;City Builder;Colony Sim;Economy;Historical;Isometric;Management;Medieval;Military;Real Time Tactics;Real-Time;Resource Management;RTS;Sandbox;Simulation;Strategy;Tower Defense;War
40980,Base-Building;Building;City Builder;Colony Sim;Economy;Fantasy;Historical;Isometric;Management;Medieval;Military;Open World;Real Time Tactics;Real-Time;Resource Management;RTS;Sandbox;Simulation;Strategy;War
40990,Action;Adventure;Atmospheric;Classic;Controller;Crime;Cult Classic;Difficult;Drama;Great Soundtrack;Historical;Multiplayer;Open World;Racing;Shooter;Singleplayer;Story Rich;Third Person;Third-Person Shooter;Violent
41000,Action;Adventure;Aliens;Classic;Co-op;Colorful;Comedy;Difficult;First-Person;FPS;Funny;Gore;Indie;Multiplayer;Old School;Online Co-Op;Remake;Sci-fi;Shooter;Singleplayer
41014,Action;Aliens;Arena Shooter;Classic;Co-op;Colorful;Comedy;Cult Classic;First-Person;FPS;Funny;Gore;Great Soundtrack;Indie;Multiplayer;Online Co-Op;Remake;Sci-fi;Shooter;Singleplayer
41050,Action;Adventure;Classic;Co-op;Comedy;Difficult;First-Person;FPS;Funny;Gore;Great Soundtrack;Indie;Local Co-Op;Multiplayer;Old School;Sci-fi;Shooter;Singleplayer;Split Screen;Violent
41060,Action;Adventure;Boomer Shooter;Classic;Co-op;Comedy;First-Person;FPS;Funny;Gore;Great Soundtrack;Indie;Local Co-Op;Multiplayer;Old School;Sci-fi;Shooter;Singleplayer;Split Screen;Violent
41070,Action;Adventure;Aliens;Co-op;Comedy;Difficult;First-Person;FPS;Funny;Gore;Indie;Local Co-Op;Local Multiplayer;Multiplayer;Old School;Online Co-Op;Sci-fi;Shooter;Singleplayer;Split Screen
41100,2D;Action;Difficult;Experimental;Fighting;Free to Play;Indie;Local Multiplayer;Mouse only;Multiple Endings;Physics;Singleplayer;Steampunk
41300,2D;2D Fighter;Action;Arcade;Cartoony;Casual;Competitive;Controller;Flight;Football (Soccer);Funny;Multiplayer;PvP;Shoot 'Em Up;Shooter;Side Scroller;Simulation;Strategy;Team-Based;Vehicular Combat
41400,Action;Indie
41500,Action;Action RPG;Adventure;Cartoon;Dungeon Crawler;Exploration;Fantasy;Female Protagonist;Great Soundtrack;Hack and Slash;Indie;Isometric;Loot;Magic;Moddable;Multiplayer;RPG;Singleplayer;Steampunk;Top-Down
41600,3D Platformer;Action;Adventure;Classic;Platformer;Singleplayer
41660,2D Platformer;3D;3D Platformer;Action;Adventure;Cartoony;Casual;Collectathon;Combat;Comedy;Dog;Exploration;Funny;Indie;Platformer;Puzzle;Puzzle-Platformer;Side Scroller;Singleplayer;Third Person
41680,2D;2D Platformer;Action;Adventure;Atmospheric;Colorful;Dark Fantasy;Exploration;Hand-drawn;Hidden Object;Indie;Inventory Management;Platformer;Puzzle;Puzzle-Platformer;Side Scroller;Singleplayer;Stylized
41730,Action;Arcade;Casual;Indie;Shoot 'Em Up;Shooter;Twin Stick Shooter
41740,Action;Action-Adventure;Adventure;Arcade;Building;Comedy;Driving;Exploration;Family Friendly;Female Protagonist;Lemmings;Open World;Physics;Puzzle;Sandbox;Satire;Simulation;Singleplayer;Surreal;Third Person
41800,2D;Action;Auto Battler;Building;Difficult;Indie;Moddable;Multiplayer;Physics;RTS;Sandbox;Sci-fi;Simulation;Singleplayer;Space;Spaceships;Strategy;Tactical;Top-Down;Tower Defense
41900,Action;Action RPG;Adventure;Classic;Comedy;Fantasy;Funny;Hack and Slash;Isometric;Medieval;Parody ;RPG;Singleplayer
42000,Casual;Indie
42120,3D;Action;Anime;Atmospheric;Class-Based;Co-op;Competitive;Funny;Indie;Multiplayer;Nudity;PvP;Replay Value;Shooter;Singleplayer;Team-Based;Third Person;Third-Person Shooter;Western
42140,3D Platformer;Action;Adventure;Anime;Arcade;Casual;Competitive;Controller;Dark;Family Friendly;FPS;Funny;Indie;Local Co-Op;Local Multiplayer;Lovecraftian;Platformer;Puzzle;Puzzle-Platformer;Singleplayer
42147,Adventure;Casual;Indie
42170,Action;Action RPG;Adventure;Co-op;Crafting;Great Soundtrack;Hack and Slash;Indie;Isometric;Loot;Multiplayer;Online Co-Op;Party-Based RPG;Post-apocalyptic;RPG;Sci-fi;Singleplayer;Steampunk;Strategy;Top-Down
42200,Adventure;Atmospheric;Casual;Detective;Exploration;Female Protagonist;Hidden Object;Mystery;Point & Click;Puzzle;Story Rich
42210,2.5D;Adventure;Atmospheric;Based On A Novel;Casual;Classic;Detective;Drama;Exploration;Family Friendly;Female Protagonist;Funny;Great Soundtrack;Linear;Mouse only;Point & Click;Puzzle;Remake;Retro;Story Rich
42220,1990's;2.5D;Adventure;Atmospheric;Based On A Novel;Casual;Classic;Cult Classic;Detective;Drama;Exploration;Family Friendly;Female Protagonist;Funny;Great Soundtrack;Mouse only;Point & Click;Puzzle;Retro;Story Rich
42230,2.5D;2D;Adventure;Atmospheric;Based On A Novel;Casual;Classic;Detective;Drama;Exploration;Family Friendly;Female Protagonist;Funny;Great Soundtrack;Mouse only;Point & Click;Puzzle;Retro;Story Rich;Visual Novel
42500,Action;Arcade;Flight;Indie;Multiplayer;Singleplayer
42670,Action;Adventure;Alternate History;Atmospheric;Bullet Time;Classic;First-Person;FPS;Gore;Horror;Multiplayer;Multiple Endings;Sci-fi;Shooter;Singleplayer;Story Rich;Survival Horror;Time Manipulation;Time Travel
42700,Action;Adventure;Co-op;Cold War;Controller;First-Person;FPS;Gore;Great Soundtrack;Horror;Linear;Massively Multiplayer;Military;Multiplayer;Online Co-Op;Shooter;Singleplayer;Story Rich;War;Zombies
42810,4X;Alternate History;Diplomacy;Economy;Grand Strategy;Historical;Medieval;Moddable;Multiplayer;Political;Real-Time;Real-Time with Pause;Replay Value;Sandbox;Simulation;Singleplayer;Strategy;Tutorial;War;Wargame
42850,Grand Strategy;Historical;Strategy;World War II
42890,4X;Multiplayer;Sci-fi;Singleplayer;Space;Strategy;Turn-Based;Turn-Based Strategy
42900,Grand Strategy;Strategy;World War II
42910,4 Player Local;Action;Action RPG;Adventure;Arcade;Co-op;Comedy;Difficult;Fantasy;Funny;Indie;Local Co-Op;Local Multiplayer;Magic;Multiplayer;Online Co-Op;RPG;Singleplayer;Strategy;Team-Based
42920,Historical;Medieval;RTS;Strategy
42930,Strategy;Turn-Based Strategy
42940,Strategy;Turn-Based Strategy
42950,Strategy;Turn-Based Strategy
42960,Alternate History;Diplomacy;Economy;Grand Strategy;Great Soundtrack;Historical;Management;Military;Moddable;Multiplayer;Political Sim;Politics;Real-Time with Pause;RTS;Sandbox;Simulation;Singleplayer;Strategy;War;World War I
42980,Grand Strategy;Historical;Real-Time with Pause;Simulation;Singleplayer;Strategy
42990,4X;Grand Strategy;Lore-Rich;Multiplayer;Sci-fi;Singleplayer;Space;Strategy;Tactical;Turn-Based;Turn-Based Strategy
43000,Action;Futuristic;Mechs;Robots;Sci-fi;Shooter;Singleplayer;Third Person;Third-Person Shooter
43100,Cute;Family Friendly;Simulation;Singleplayer
43190,3D;Action;Blood;Co-op;Combat;Controller;Demons;FPS;Hack and Slash;Horror;Indie;Multiplayer;Online Co-Op;Shooter;Singleplayer;Survival;Survival Horror;Third Person;Third-Person Shooter;Zombies
43500,Management;Simulation;Strategy
43600,2.5D;2D;Board Game;Competitive;Cooking;Detective;Education;Exploration;Female Protagonist;First-Person;Football (Soccer);Funny;Hidden Object;Historical;Hockey;Point & Click;Puzzle;Puzzle-Platformer;Snow;Story Rich
44100,Action;Indie;Racing
44600,Automobile Sim;Driving;Racing;Simulation;Sports
44680,Automobile Sim;Driving;Racing;Simulation;Singleplayer
44690,Automobile Sim;Driving;Multiplayer;Racing;Simulation;Singleplayer;Sports
45100,3D;Action-Adventure;Casual;Colorful;Crafting;Cute;Education;Family Friendly;Fantasy;Farming Sim;Horses;LGBTQ+;Magic;Management;Mystery;Rhythm;Strategy;Stylized;Third Person;Time Management
45200,2D;4X;Building;Casual;Colorful;Economy;Exploration;Fantasy;Historical;Logic;Magic;Mythology;Procedural Generation;PvE;Resource Management;Retro;Strategy;Top-Down;Turn-Based Strategy;War
45300,3D;Action;Arcade;Beautiful;Combat;First-Person;Flight;Historical;Immersive;Military;Multiplayer;Real-Time;Realistic;Shooter;Simulation;Singleplayer;Third Person;TrackIR;War;World War II
45400,2D;Arcade;Casual;Dragons;Fantasy;Indie;Puzzle;Singleplayer;Strategy
45410,Arcade;Racing
45420,Casual;Indie;Simulation
45450,2D;Action;Arcade;Casual;Indie;Puzzle;Singleplayer;Strategy
45720,Action;Adventure;Mechs;Singleplayer;Third-Person Shooter
45740,3D Vision;Action;Adventure;Character Customization;Co-op;Comedy;Crafting;Funny;Gore;Horror;Multiplayer;Multiple Endings;Online Co-Op;Open World;RPG;Sandbox;Singleplayer;Survival;Third Person;Zombies
45750,Action;Adventure;Aliens;Atmospheric;Character Customization;Co-op;Co-op Campaign;Cult Classic;Mechs;Multiplayer;Online Co-Op;Sci-fi;Shooter;Singleplayer;Third Person;Third-Person Shooter
45760,2.5D;2D;2D Fighter;3D Vision;Action;Adventure;Anime;Arcade;Beat 'em up;Classic;Competitive;Controller;Difficult;e-sports;Fighting;Great Soundtrack;Local Co-Op;Local Multiplayer;Multiplayer;Singleplayer
45770,Action;Adventure;Atmospheric;Co-op;Comedy;Funny;Gore;Great Soundtrack;Horror;Multiplayer;Online Co-Op;Open World;Sandbox;Sexual Content;Singleplayer;Survival;Survival Horror;Third Person;Violent;Zombies
46000,Adventure;Indie;Physics;Puzzle
46200,Action;Combat Racing;Racing;Sci-fi;Singleplayer
46250,Action;Alternate History;Driving;Fantasy;First-Person;FPS;Gore;Historical;Horror;Multiplayer;Real-Time;Sci-fi;Shooter;Short;Singleplayer;Third Person;Violent;War;World War I;Zombies
46260,Real-Time with Pause;RPG;Sci-fi;Space;Strategy;Tactical
46270,Real-Time with Pause;RPG;Sci-fi;Singleplayer;Space;Strategy;Tactical
46280,RPG;Sci-fi;Space;Strategy
46290,Military;Multiplayer;Realistic;RTS;Singleplayer;Strategy;Tanks;War;World War II
46340,Historical;RTS;Simulation;Strategy;War;World War II
46350,Historical;Medieval;RTS;Strategy
46360,RTS;Simulation;Strategy;Tanks;World War II
46370,Automobile Sim;Driving;Racing;Simulation;Singleplayer
46380,Historical;Medieval;RTS;Strategy
46400,Action;Action RPG;Co-op;Female Protagonist;Indie;Isometric;Loot;RPG;Sci-fi;Singleplayer
46410,3D;Action;Action Roguelike;Action RPG;Action-Adventure;Adventure;Atmospheric;Character Customization;Choices Matter;Dark Fantasy;Dungeon Crawler;Fantasy;Hack and Slash;Isometric;Magic;Rogue-like;RPG;Story Rich;Third Person;Top-Down
46440,Indie;Multiplayer;Singleplayer;Strategy;Turn-Based;Turn-Based Strategy
46450,Adventure;Anime;Casual;Comedy;Dungeon Crawler;Fantasy;Funny;Indie;JRPG;Parody ;Party-Based RPG;RPG;Singleplayer;Strategy;Strategy RPG;Tactical;Tactical RPG;Turn-Based;Turn-Based Strategy;Turn-Based Tactics
46460,Adventure;Atmospheric;Classic;Dark;First-Person;Horror;Indie;Investigation;Mystery;Nonlinear;Point & Click;Psychological Horror;Puzzle;Story Rich
46480,Adventure;Atmospheric;Classic;Crime;Detective;Escape Room;Female Protagonist;Horror;Investigation;Mystery;Noir;Nudity;Point & Click;Puzzle;Singleplayer;Story Rich;Thriller
46490,Adventure;Crime;Detective;Escape Room;Female Protagonist;Horror;Mystery;Point & Click;Puzzle;Singleplayer
46500,2.5D;Adventure;Atmospheric;Beautiful;Casual;Classic;Escape Room;Female Protagonist;Great Soundtrack;Hidden Object;Mystery;Nostalgia;Point & Click;Puzzle;Sci-fi;Singleplayer;Steampunk;Story Rich;Third Person
